id,xdeal,ydeal
10000,489.1152006,695.4710272
10001,181.2777408,543.3744171
10002,499.1612765,722.6384971
10003,771.1551528,405.1985751
10004,477.5042937,706.6733339
10005,693.1816108,204.0864054
10012,720.1047544,398.5501862
10014,732.5464902,375.5859637
10015,220.600574,294.2316918
10018,412.2157578,187.3059565
10019,821.6555373,520.8399019
10021,538.8395281,504.5919225
10022,780.2121155,368.1275455
10023,222.8072272,536.8385547
10026,608.5372875,500.706837
10027,700.7664427,371.7886509
10032,350.9021753,530.839025
10033,711.241787,216.2645934
10037,515.5474232,279.6504662
10041,561.986766,272.0703687
10043,701.9380485,209.9216695
10045,744.8536474,414.347672
10046,495.848908,249.6158068
10049,383.5492169,215.187475
10050,717.228311,194.7492922
10051,785.0429692,370.9752879
10053,729.3742619,425.4766589
10056,803.5134396,467.711288
10058,259.8679361,249.7477687
10060,661.2306005,181.9695902
10062,190.3076796,515.1449075
10068,688.1721272,199.1825952
10070,758.8282716,259.9180664
10077,586.0409943,501.610729
10078,197.8787054,471.2057538
10080,987.6917129,427.7537696
10081,792.8948968,739.0761531
10082,392.477578,235.7069181
10083,860.8443302,586.8294615
10084,748.6066497,394.054048
10085,244.3829036,293.7989432
10087,726.9486985,173.0483197
10088,411.0952972,467.7280912
10089,844.529318,764.3827792
10090,549.2227163,301.7628671
10091,247.7668833,501.7434855
10092,129.8281233,530.6270406
10093,390.1574573,508.9042356
10094,366.2538156,204.5157076
10095,737.3091865,224.353867
10097,700.6076775,232.4963432
10098,185.1712633,473.0986019
10101,764.1147554,386.0340592
10107,815.578612,563.4867849
10108,812.6465122,666.2876072
10109,418.8277691,456.161623
10111,206.0309996,357.100063
10112,355.9059622,477.1428325
10115,619.586423,622.4309269
10117,229.2557755,292.6641238
10118,664.5749258,186.0206388
10121,476.5401639,348.1327556
10123,777.1797158,409.0251772
10126,753.176752,216.6702728
10127,659.1287174,671.2046179
10134,715.1660976,392.7932582
10135,1056.014373,398.4325191
10136,208.6498238,331.3494725
10137,541.8206335,729.6143446
10141,868.8094346,744.5646133
10142,364.6443937,489.206642
10143,774.9087293,383.6717154
10145,677.2818666,662.1553689
10146,725.379234,366.0943793
10147,792.9039053,736.9951452
10148,732.3401391,187.0911414
10150,235.1178161,294.6190316
10151,692.589041,348.3555022
10152,770.0881403,399.7625234
10155,454.5752312,458.1113844
10157,405.6145009,533.9251373
10160,380.9983669,184.3760081
10161,844.5913377,806.9572467
10162,624.6023678,600.4449524
10163,681.4976263,685.3252678
10164,929.6667191,317.7588037
10167,827.9350869,491.8363039
10170,575.267404,494.5840476
10171,696.8423303,180.9555673
10172,817.7817895,421.7185323
10173,851.5792204,771.3613557
10174,411.7518412,500.9400593
10175,705.3949889,187.640581
10178,743.5826291,360.8864233
10181,757.9478453,442.8942653
10182,212.5653337,686.1635239
10183,864.8393785,735.6477153
10185,337.9022473,194.8808394
10186,855.8307615,796.3983291
10188,828.2295164,721.9967059
10190,690.0792035,190.5947787
10192,236.1832787,319.0726097
10193,461.8550487,704.3418707
10194,792.9775886,368.3964771
10196,888.1429007,240.9779428
10201,213.8727109,509.5814813
10202,199.7414252,491.8562997
10204,225.9047229,689.4076704
10205,198.5564365,334.1908895
10206,252.8863071,748.4801147
10214,255.5486012,318.5047319
10215,438.8049768,707.3795317
10216,385.9211663,230.3496139
10217,632.5201026,160.3654274
10218,456.2899107,705.2037295
10221,405.1137701,222.5885462
10225,559.5890548,500.3253629
10228,444.5464465,505.56979
10231,236.7253968,273.3959481
10232,614.4322501,356.5750866
10233,697.7872168,673.0769877
10235,206.7695377,486.3801062
10236,840.0208171,718.9686524
10239,715.9053583,202.6017384
10240,352.9268187,203.3809897
10243,377.3143404,218.2348553
10245,826.9072348,530.0580604
10246,300.7283277,722.8506517
10248,650.7344488,217.8250034
10249,256.638667,688.8683851
10252,221.9546202,345.1374565
10255,723.3278313,215.0877009
10256,589.6557554,514.2010291
10258,678.0951457,171.3943907
10261,829.6383615,754.7909139
10262,711.3198684,186.3654743
10264,688.9351875,382.7375261
10265,282.5279189,286.9460595
10266,521.9504804,767.8725641
10271,824.3015792,526.7793972
10272,813.0956819,594.2148198
10275,174.0291464,511.1211366
10279,779.1069683,747.5491007
10280,209.2049588,355.355694
10281,210.5261484,461.5965417
10282,748.6547039,402.3952456
10284,534.8001663,393.1788339
10287,671.738846,172.4001408
10289,817.2297872,823.5989331
10290,832.5185794,738.6169536
10291,701.7111324,211.4509262
10292,738.9500844,375.7949926
10293,724.6809285,362.6802374
10295,756.3407639,387.9075618
10296,829.0182332,717.4155353
10297,680.5392777,237.6425216
10298,445.0519448,188.3523671
10300,209.5161436,498.7447371
10301,684.0736152,238.2194305
10305,663.3205836,217.0302622
10309,1018.649785,360.7334905
10310,192.1120256,522.0883187
10311,507.2182125,730.9464186
10314,688.0361253,186.8757915
10316,427.7199393,528.6097694
10317,862.9226896,581.3951823
10319,217.6364079,287.0979853
10320,514.8050585,721.9678452
10321,490.6841618,716.7455245
10322,747.165797,227.9753086
10324,247.2709947,679.5448779
10325,768.9224313,384.38731
10326,182.1792556,468.9050349
10329,248.6858329,690.5172631
10331,717.2052953,393.5855501
10334,682.0533999,677.5265546
10335,705.3998963,171.5183136
10336,713.4625644,162.9769479
10339,414.0185108,466.2842149
10341,707.1168249,226.229767
10345,861.7247997,281.2281254
10346,820.2067441,701.7193634
