id,xdeal,ydeal
10000,632.2883751,233.7919402
10001,244.8273574,296.8180453
10002,694.4579386,362.7348418
10003,462.1721203,669.944594
10004,621.2880118,250.494076
10005,217.6789962,233.3051934
10012,460.8201708,689.9446139
10014,277.8078489,599.3677229
10015,416.110994,806.8910453
10018,834.0551573,611.7017344
10019,515.8430309,757.5282866
10021,223.8260022,713.6833266
10022,308.5743517,691.7231183
10023,332.2948993,346.2771266
10026,304.0819876,613.6260168
10027,304.8710007,639.7684665
10032,589.7824388,398.7950831
10033,475.3501785,319.5133247
10037,966.0823744,468.8239494
10041,893.522562,643.3843645
10043,312.7450752,302.354564
10045,222.9635474,638.9169948
10046,1042.281707,381.3964765
10049,688.9207596,556.6855605
10050,432.4646208,226.7942724
10051,317.7315226,651.4000713
10053,284.8175992,751.0776412
10056,321.1163376,564.4515616
10058,387.9476442,611.4043845
10060,237.316785,341.4612239
10062,394.1235617,357.645979
10068,284.5297862,307.6975548
10070,385.3732244,346.1869192
10077,366.7691017,546.8523957
10078,487.4068293,259.2237542
10080,658.1773732,306.039093
10081,476.8363269,396.336206
10082,694.6155072,601.3248824
10083,627.3192536,645.7990146
10084,324.157747,691.2498156
10085,375.6712626,664.9008846
10087,513.7063579,167.8995991
10088,707.9061863,269.838703
10089,368.171741,155.1538728
10090,958.3008015,527.4025459
10091,313.8547698,237.2884302
10092,298.1000024,364.7077195
10093,756.3243026,385.5585022
10094,718.0183382,602.2061069
10095,388.671266,274.3464035
10097,384.3527341,310.7391214
10098,291.8318517,319.0743822
10101,481.7178289,620.9551167
10107,682.2232093,689.3959435
10108,370.0466261,281.8798449
10109,620.723367,313.4656766
10111,384.9610732,576.6259938
10112,649.7669667,246.0336152
10115,300.2293221,722.6249293
10117,338.6464893,629.4592912
10118,361.0274543,176.3271155
10121,964.0459342,488.7851087
10123,232.0944975,449.7173293
10126,482.4427871,311.570408
10127,350.5290726,695.0571094
10134,376.7714148,605.2968889
10135,596.4422291,386.3621837
10136,295.0874467,531.7946367
10137,562.0031605,329.241326
10141,255.5192883,242.8673843
10142,696.9951322,178.9705218
10143,329.9421684,710.0295026
10145,212.0332565,595.1132027
10146,250.3382327,737.5885719
10147,314.5693239,275.2504414
10148,285.1492129,220.4182677
10150,480.9411852,530.7858506
10151,277.3662387,734.3221408
10152,295.9455149,594.5861317
