id,xdeal,ydeal
10001,383.4344033420314,195.31203232571636
10003,132.97322811725027,304.73284426557757
10012,107.05181731104886,299.307576131056
10014,100.60894198562522,288.1645075843646
10015,124.605634300565,44.106060720371765
10018,210.75563722059727,312.4856230075065
10019,127.88954786852594,41.73076734151701
10021,106.22846427871019,297.55960766638736
10022,104.10148161717841,296.2971670325076
10023,383.15550342647657,192.97935376269982
10026,111.17622890813996,293.9794557159763
10027,109.54897576958513,297.1249842510573
10037,142.1927104309185,166.81829078227796
10041,139.9649849901143,94.98580505759126
10045,118.50304427774105,303.46317062951795
10046,130.44995309691063,91.6853157067031
10049,167.08872780062183,309.0843278320841
10051,103.79144556911184,285.93546444138366
10053,165.8616335409061,309.923620833166
10056,115.12364986991471,302.82080641725804
10058,132.49776943338532,45.35734630646139
10062,378.09470516055916,190.09173727740188
10070,224.87956284351938,350.2989632635465
10077,102.84233048560016,277.7658750584543
10078,373.8651717869591,185.0476199119394
10080,382.3302090422806,192.8578477974839
10082,106.29326817639928,298.1997697279138
10083,158.79640007067144,82.77679969466453
10084,105.5984315714919,297.05046652810125
10085,141.55678532718753,60.56141551430765
10087,210.96913126936985,346.0967342740033
10090,145.39819102148547,90.46241115093473
10091,375.5258388996073,196.88554544729536
10092,384.26883521989515,192.1557238843283
10094,103.50565014978308,286.2056947054138
10097,230.2002077713964,351.81175019940787
10098,366.86532229843164,184.99898975660398
10101,122.3500630811755,304.02986684630474
10107,119.14662283757905,46.033854970618464
10111,132.50623658224472,57.66523733351773
10115,130.15914381422658,46.231584959870666
10117,126.29643453374513,42.27297304342832
10121,130.4549667813514,154.74273670782645
10123,107.44590669349952,298.39832708099124
10126,381.8183309752483,254.0322494440562
10127,127.38558637625736,42.20004290566312
10134,100.98253039581462,292.479966577821
10135,380.3750314133824,188.70331070696395
10136,119.20996472390452,43.94427503256517
10143,101.56632902847916,289.0261231679712
10145,124.60548335561944,40.64273872476197
10146,179.16093223080225,322.6969145947784
10148,378.09861583348584,253.56157036097358
10150,131.1319487535663,52.61300235856925
10151,172.23737916931353,309.38822721239916
10152,119.15191644348754,311.80191083862223
10160,102.9336861551148,282.22530925635226
