id,xdeal,ydeal
10000,209.21922186842414,536.2122457851183
10001,799.9999999999994,52.24624845854737
10002,185.06610421835663,534.486630490671
10003,207.94474250770693,535.5668047871545
10004,233.5755793443751,550.0842358108366
10005,766.9940892840681,114.39801802368619
10012,183.60580487525345,566.5040500611124
10014,205.58597407147795,583.8935720916519
10015,198.94138216404542,599.8239249712595
10018,228.2480729331298,466.8240664249047
10019,192.979087209888,536.7198769636803
10021,158.63506242963285,404.49846165698347
10022,198.0575126484861,541.7255038643802
10023,750.587110349942,112.94392381874039
10026,278.94493139972496,791.8475631405461
10027,239.8921807403078,586.5678517746057
10032,568.0648787479641,393.0335914445782
10033,799.9999999999995,52.246248458547164
10037,198.4395759233371,646.4802325276604
10041,204.2446898221257,620.1532960727156
10043,775.309487552852,71.05435382048114
10045,210.90739759198595,551.8308669178823
10046,212.07891844759382,524.8469957314683
10049,240.41904003543715,506.10233910641904
10050,762.103791803005,74.56309895964165
10051,239.61360006815966,584.2377910138969
10053,228.73486968252098,535.2242623004997
10056,238.72257684367304,584.601166933802
10058,203.40255182911568,516.3779437413972
10060,720.526107369723,115.80187289415844
10062,799.9999999999995,52.24624845854727
10068,742.8081879727531,112.66516554262267
10070,799.9999999999995,52.24624845854722
10077,183.42740888211722,397.32651433899605
10078,799.9999999999995,52.24624845854727
10080,602.4088301241765,587.8853187893128
10081,208.68382361032084,498.2027573890531
10082,255.34583838421625,471.2866529716316
10083,214.03403259274984,493.3624003336126
10084,248.55433417311164,580.9087699695223
10085,211.9220825765333,599.7238933498176
10087,799.9999999999994,52.24624845854732
10088,606.8538618916207,583.6585780177339
10089,619.6659281788601,303.4479686409589
10090,202.85476912266654,620.6890288454098
10091,799.9999999999995,52.24624845854722
10092,546.3184772616119,354.79555203856444
10093,536.3249247455135,426.40096896789015
10094,254.7417820350054,506.81134474023355
10095,677.7448792296296,56.48337252299868
10097,799.9999999999995,52.24624845854722
10098,640.6667899493102,297.4696622496233
10101,183.34048378878305,592.6004773328966
10107,240.8730993977718,494.52738202934967
10108,641.1746136086914,309.83603187464337
10109,513.3741733908829,445.9977112981866
10111,204.94383366723585,506.7911528338999
10112,583.5295301182337,600.7653296992988
10115,248.5227067662869,716.182813444678
10117,184.7109101834413,588.5802989923862
10118,705.7011076793266,51.296159666787425
10121,247.99235188550125,631.0745156041867
10123,175.8406522758197,544.725869141744
10126,799.9999999999995,52.24624845854727
10127,211.77398199148462,723.4648155054819
10134,220.67342442419067,596.4135453401253
10135,588.7669123382948,594.6485635445921
